question;type;sql;relevant_values;variation
¿Podrías informarme cuál fue la cantidad total de consumo energético en la semana del 2 de diciembre de 2024 para el edificio Parque Tecnológico?;Consumo total semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Parque Tecnológico' AND w.""week_start"" = DATE '2024-12-02';";Parque Tecnológico;rephrased_4
cual fue el consumo total en la semana del 2/12/24 del edificio parque tecnologico?;Consumo total semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Parque Tecnológico' AND w.""week_start"" = DATE '2024-12-02';";Parque Tecnológico;rephrased_5
¿Cuál fue el consumo total semanal del edificio Teatro Nacional en las primeras tres semanas de marzo de 2025?;Consumo total semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Nacional' AND w.""week_start"" >= DATE '2025-03-01' AND w.""week_start"" < DATE '2025-03-22' ORDER BY w.""week_start"";";Teatro Nacional;original
¿Cuánto fue el consumo total del edificio Teatro Nacional durante las primeras tres semanas de marzo de 2025?;Consumo total semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Nacional' AND w.""week_start"" >= DATE '2025-03-01' AND w.""week_start"" < DATE '2025-03-22' ORDER BY w.""week_start"";";Teatro Nacional;rephrased_1
Me podrías dar el total de consumo semanal del teatro naccional en las tres prineras semanas de marzo 2025?;Consumo total semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Nacional' AND w.""week_start"" >= DATE '2025-03-01' AND w.""week_start"" < DATE '2025-03-22' ORDER BY w.""week_start"";";Teatro Nacional;rephrased_2
¿Podrías indicarme el consumo acumulado en semanas del inmueble Teatro Nacional entre la semana uno y la tres de marzo 2025?;Consumo total semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Nacional' AND w.""week_start"" >= DATE '2025-03-01' AND w.""week_start"" < DATE '2025-03-22' ORDER BY w.""week_start"";";Teatro Nacional;rephrased_3
Quisiera saber el consumo que tuvo el edificio conocido como Teatro Nacional en las primeras tres semanas de marzo del año 2025, ¿me ayudas?;Consumo total semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Nacional' AND w.""week_start"" >= DATE '2025-03-01' AND w.""week_start"" < DATE '2025-03-22' ORDER BY w.""week_start"";";Teatro Nacional;rephrased_4
¿Cuál es la suma semanal del consumo registrado en el edificio Teatro Nacional en las primeras tres semanas del mes de marzo de 2025?;Consumo total semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Teatro Nacional' AND w.""week_start"" >= DATE '2025-03-01' AND w.""week_start"" < DATE '2025-03-22' ORDER BY w.""week_start"";";Teatro Nacional;rephrased_5
¿Cuántos edificios disminuyeron su consumo en la semana pasada respecto a la semana anterior?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""diff_pct_consumption_prev_week"" < 0;";;original
¿Cuántos edificios redujeron su consumo durante la semana pasada en comparación con la semana anterior?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""diff_pct_consumption_prev_week"" < 0;";;rephrased_1
Oye, ¿cuántos edificios gastaron menos energía la semana pasada que la anterior?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""diff_pct_consumption_prev_week"" < 0;";;rephrased_2
¿En qué cantidad disminuyó el consumo de edificios la semana pasada respecto a la previa?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""diff_pct_consumption_prev_week"" < 0;";;rephrased_3
¿Cuantos edficios bajaron su consumo en la semana pasada con respecto a la semana anterior?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""diff_pct_consumption_prev_week"" < 0;";;rephrased_4
¿Podrías decirme cuántos edificios disminuyeron su consumo energético en la pasada semana frente a la que la antecedió?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""diff_pct_consumption_prev_week"" < 0;";;rephrased_5
¿Cuántos edificios tienen un consumo acumulado YTD menor a 20000 kWh en el mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 20000;";;original
¿Cuántos edificios registran un consumo acumulado YTD inferior a 20000 kWh en el mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 20000;";;rephrased_1
¿Cuantos edifisios gastan menos de 20000 kWh acumulados hasta la fecha este mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 20000;";;rephrased_2
Me podrías decir cuántos edificios tienen un consumo YTD por debajo de 20000 kWh en el mes que estamos?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 20000;";;rephrased_3
Para el mes actual, ¿podrías indicarme cuántos edificios consumen menos de 20000 kWh acumulados en el año hasta la fecha?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 20000;";;rephrased_4
En el mes de hoy, cuántos edificios cuentan con un consumo YTD menor a 20000 kWh?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 20000;";;rephrased_5
¿Cuántos edificios tienen un consumo acumulado YTD superior a 75000 kWh en el mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" > 75000;";;original
¿Cuántos inmuebles han registrado un consumo acumulado YTD que supera los 75000 kWh durante el mes en curso?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" > 75000;";;rephrased_1
¿Cuántos edificios pasan de 75000 kWh en consumo acumulado YTD este mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" > 75000;";;rephrased_2
Podrías decirme cuantos edifisios tienen un consumo YTD acumulado por encima de 75000 kWh en este mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" > 75000;";;rephrased_3
¿Cuántos edificios cuentan con un consumo total hasta la fecha (YTD) mayor a 75000 kWh en el mes presente?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" > 75000;";;rephrased_4
Oye, ¿cuántos edificios ya jalaron más de 75000 kWh de energía acumulada este mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" > 75000;";;rephrased_5
¿Cuántos edificios tuvieron un consumo acumulado (YTD) menor a 30000 kWh en el mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 30000;";;original
¿Cuántos inmuebles registraron un consumo acumulado menor a 30000 kWh hasta este mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 30000;";;rephrased_1
¿Me puedes decir cuántos edificos consumieron menos de 30000 kWh YTD durante el mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 30000;";;rephrased_2
¿En el mes en curso, cuántos edificios tuvieron un consumo total por debajo de los 30000 kWh?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 30000;";;rephrased_3
Cuanta cantidad de edificios tuvo un consumo acumulado (YTD) menor a 30,000 kwh en el mes de hoy?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 30000;";;rephrased_4
¿Podrías indicarme el número de edificios cuyo consumo acumulado en lo que va del año es inferior a 30000 kWh este mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""ytd_consumption_kwh"" < 30000;";;rephrased_5
¿Cuántos edificios tuvieron un consumo total mensual entre 20000 y 50000 kWh en el mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""total_consumption_kwh"" BETWEEN 20000 AND 50000;";;original
¿Cuántos edificios registraron un consumo mensual total entre 20,000 y 50,000 kWh en este mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""total_consumption_kwh"" BETWEEN 20000 AND 50000;";;rephrased_1
¿Me podés decir cuántos edificios gastaron entre 20000 y 50000 kWh este mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""total_consumption_kwh"" BETWEEN 20000 AND 50000;";;rephrased_2
En el mes actual, ¿cuál es el número de edificios que tuvieron un consumo total mensual dentro del rango de 20,000 a 50,000 kWh?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""total_consumption_kwh"" BETWEEN 20000 AND 50000;";;rephrased_3
Cuantos edificios tuvieron un consumo total mensual entre 20000 y 50000kwh este mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""total_consumption_kwh"" BETWEEN 20000 AND 50000;";;rephrased_4
¿Podrías indicarme cuántos inmuebles, como el Edificio Central y el Torre Norte, consumieron de 20,000 a 50,000 kilovatios-hora en el último mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""total_consumption_kwh"" BETWEEN 20000 AND 50000;";;rephrased_5
¿Cuántos edificios tuvieron un consumo total mensual superior a 100000 kWh en marzo de 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-03-01' AND m.""total_consumption_kwh"" > 100000;";;original
¿Cuántos edificios registraron un consumo mensual que superó los 100000 kWh en marzo de 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-03-01' AND m.""total_consumption_kwh"" > 100000;";;rephrased_1
¿En marzo del 2025, cuántos edificos tuvieron un gasto total de energía que pasó de 100000 kWh?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-03-01' AND m.""total_consumption_kwh"" > 100000;";;rephrased_2
¿Me puedes decir la cantidad de edificios cuyo consumo mensual fue mayor a 100000 kWh durante marzo 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-03-01' AND m.""total_consumption_kwh"" > 100000;";;rephrased_3
¿Cuántos edificios consumieron más de 100000 kWh en total en el mes de marzo de 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-03-01' AND m.""total_consumption_kwh"" > 100000;";;rephrased_4
¿Cuantos edificioes superaron los 100000 kilovatios hora en consumo total en marzo 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-03-01' AND m.""total_consumption_kwh"" > 100000;";;rephrased_5
¿Cuántos edificios tuvieron un consumo total mensual superior a 75000 kWh en abril de 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-04-01' AND m.""total_consumption_kwh"" > 75000;";;original
¿Cuántos edificios consumieron más de 75,000 kWh en total durante abril de 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-04-01' AND m.""total_consumption_kwh"" > 75000;";;rephrased_1
Me podrías decir cuántos ediificios pasaron de 75000 kWh consumidos en el mes de abril 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-04-01' AND m.""total_consumption_kwh"" > 75000;";;rephrased_2
¿En abril de 2025, cuántos edificios registraron un consumo mensual que superó los 75,000 kWh?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-04-01' AND m.""total_consumption_kwh"" > 75000;";;rephrased_3
¿Cuántos inmuebles tuvieron un consumo eléctrico total mensual por encima de 75 mil kWh en abril del 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-04-01' AND m.""total_consumption_kwh"" > 75000;";;rephrased_4
¿Podrías indicarme el número de edificios que tuvieron un consumo total mayor a 75000 kWh en abril de 2025?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE '2025-04-01' AND m.""total_consumption_kwh"" > 75000;";;rephrased_5
¿Cuántos edificios tuvieron un consumo total semanal mayor a 10000 kWh en la semana pasada?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""total_consumption_kwh"" > 10000;";;original
¿Cuántos edificios consumieron más de 10,000 kWh en total durante la última semana?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""total_consumption_kwh"" > 10000;";;rephrased_1
Me podrías decir cuántos edificios pasaron de los 10000 kilo watts hora la semana pasada?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""total_consumption_kwh"" > 10000;";;rephrased_2
¿Cuál fue el número de edificios con un consumo semanal mayor a 10000 kWh en los últimos siete días?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""total_consumption_kwh"" > 10000;";;rephrased_3
¿Cuantos edificious gastaron más de diez mil kWh la semana que acaba de pasar?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""total_consumption_kwh"" > 10000;";;rephrased_4
¿Puedes indicarme cuántos edificios registraron un consumo total semanal superior a 10,000 kWh en la pasada semana?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' AND w.""total_consumption_kwh"" > 10000;";;rephrased_5
¿Cuántos edificios tuvieron un consumo total semanal superior a 5000 kWh en la semana actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) AND w.""total_consumption_kwh"" > 5000;";;original
¿Cuántos inmuebles registraron un consumo semanal total que sobrepasa los 5000 kWh en la semana actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) AND w.""total_consumption_kwh"" > 5000;";;rephrased_1
Me podrias decir cuántos edificios consumieron más de 5000 kWh esta semana que pasó?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) AND w.""total_consumption_kwh"" > 5000;";;rephrased_2
¿En esta semana, cuántos edificios tuvieron consumos totales superiores a 5000 kWh?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) AND w.""total_consumption_kwh"" > 5000;";;rephrased_3
Oye, ¿cuántos edificios tuvieron un gasto energético mayor a 5000 kWh en la semana actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) AND w.""total_consumption_kwh"" > 5000;";;rephrased_4
En la semana vigente, ¿cuántos edifcios superaron un consumo total semanal de 5000 kWh?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_weekly_metrics"" w WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) AND w.""total_consumption_kwh"" > 5000;";;rephrased_5
¿Cuántos edificios tuvieron una disminución en consumo mensual superior al 3% en el mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -3;";;original
¿Cuántos edificios registraron una reducción mensual en el consumo mayor al 3% durante el mes presente?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -3;";;rephrased_1
Cuantos edifisios tuvieron una bajada en el consumox mensual que pasó del 3% en este mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -3;";;rephrased_2
Me podrías indicar cuántos edificios vieron su consumo mensual bajar más de un tres porciento en el mes actual?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -3;";;rephrased_3
¿En el mes en curso, cuántos edificios lograron disminuir su consumo mensual en más de un 3 por ciento?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -3;";;rephrased_4
Oye, ¿sabes cuántos edificios bajaron su consumo mensual más del 3% este mes?;Conteo de edificios;"SELECT COUNT(*) AS count_buildings FROM smart_buildings.""energy_consumption_monthly_metrics"" m WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -3;";;rephrased_5
¿Cuál fue la desviación estándar diaria del edificio Auditorio Nacional en la semana que comenzó el 2024-11-04?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Auditorio Nacional' AND w.""week_start"" = DATE '2024-11-04';";Auditorio Nacional;original
¿Cuál fue la desviación estándar diaria del Auditorio Nacional durante la semana que empezó el 4 de noviembre del 2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Auditorio Nacional' AND w.""week_start"" = DATE '2024-11-04';";Auditorio Nacional;rephrased_1
¿Me podrías decir la desviación estándar diaria para el edificio Auditorio Nacional en la semana que inició el 2024-11-04?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Auditorio Nacional' AND w.""week_start"" = DATE '2024-11-04';";Auditorio Nacional;rephrased_2
Oye, ¿sabes cuánto fue la desviación estándar diaria en el edificio Auditorio Nacionál en la semana del 4/11/2024?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Auditorio Nacional' AND w.""week_start"" = DATE '2024-11-04';";Auditorio Nacional;rephrased_3
Necesito saber la desviación estándar diaria del edificio Auditórium Nacional correspondiente a la semana que comenzó el 4 de noviembre de 2024.;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Auditorio Nacional' AND w.""week_start"" = DATE '2024-11-04';";Auditorio Nacional;rephrased_4
Cuál fue la desviacion estandar diaria del edificio auditorio nacional en la seman que comenzo el 2024-11-04?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Auditorio Nacional' AND w.""week_start"" = DATE '2024-11-04';";Auditorio Nacional;rephrased_5
¿Cuál fue la desviación estándar diaria del edificio Biblioteca Central en la primera semana de marzo de 2025?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Central' AND w.""week_start"" = DATE '2025-03-03';";Biblioteca Central;original
¿Podrías indicarme cuál fue la desviación estándar diaria del edificio Biblioteca Central durante la primera semana de marzo de 2025?;Desviación estándar diaria semanal;"SELECT b.""name"" AS building_name, w.""week_start"", w.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE b.""name"" = 'Biblioteca Central' AND w.""week_start"" = DATE '2025-03-03';";Biblioteca Central;rephrased_1
